"x","y","value","cluster"
106.699381752923,-6.15994589761409,5966.23937042791,1
106.699381752923,-6.15939108213579,6140.53053237589,1
106.699381752923,-6.1588362666575,6257.99963469528,1
106.699381752923,-6.1582814511792,6315.08795001525,1
106.699381752923,-6.1577266357009,6310.00965215308,1
106.699381752923,-6.15717182022261,6242.83821877327,1
106.699381752923,-6.15661700474431,6115.49964179333,1
106.699381752923,-6.15606218926601,5931.67368963557,1
106.699944804065,-6.16105552857068,5992.06316415272,1
106.699944804065,-6.16050071309239,6289.95128540527,1
106.699944804065,-6.15994589761409,6538.40378890902,1
106.699944804065,-6.15939108213579,6730.27887198274,1
106.699944804065,-6.1588362666575,6859.90709425336,1
106.699944804065,-6.1582814511792,6923.36689852354,1
106.699944804065,-6.1577266357009,6918.67681362626,1
106.699944804065,-6.15717182022261,6845.89169923408,1
106.699944804065,-6.15661700474431,6707.09708853033,1
106.699944804065,-6.15606218926601,6506.30277385401,1
106.699944804065,-6.15550737378772,6249.24364701986,1
106.699944804065,-6.15495255830942,5943.10187695636,1
106.700507855207,-6.16161034404898,6136.37592456154,1
106.700507855207,-6.16105552857068,6505.24454189853,1
106.700507855207,-6.16050071309239,6829.46690364756,1
106.700507855207,-6.15994589761409,7100.05096480867,1
106.700507855207,-6.15939108213579,7309.22988230905,1
106.700507855207,-6.1588362666575,7450.83166132015,1
106.700507855207,-6.1582814511792,7520.5787941625,1
106.700507855207,-6.1577266357009,7516.29794107622,1
106.700507855207,-6.15717182022261,7438.02581389733,1
106.700507855207,-6.15661700474431,7288.00463429779,1
106.700507855207,-6.15606218926601,7070.56820793438,1
106.700507855207,-6.15550737378772,6791.92711827879,1
106.700507855207,-6.15495255830942,6459.86817236611,1
106.700507855207,-6.15439774283112,6083.38849683489,1
106.701070906349,-6.16216515952727,6164.50931619447,1
106.701070906349,-6.16161034404898,6599.45350837919,1
106.701070906349,-6.16105552857068,6996.95525064649,1
106.701070906349,-6.16050071309239,7346.46526068717,1
106.701070906349,-6.15994589761409,7638.30305069462,1
106.701070906349,-6.15939108213579,7864.10302237511,1
106.701070906349,-6.1588362666575,8017.21194669159,1
106.701070906349,-6.1582814511792,8093.01162699882,1
106.701070906349,-6.1577266357009,8089.1452649795,1
106.701070906349,-6.15717182022261,8005.63254512251,1
106.701070906349,-6.15661700474431,7844.86615215009,1
106.701070906349,-6.15606218926601,7611.49065778482,1
106.701070906349,-6.15550737378772,7312.17274434943,1
106.701070906349,-6.15495255830942,6955.27889487537,1
106.701070906349,-6.15439774283112,6550.48239553858,1
106.701070906349,-6.15384292735283,6108.32534200429,1
106.701633957491,-6.16271997500557,6074.36350326264,1
106.701633957491,-6.16216515952727,6566.66185832545,1
106.701633957491,-6.16161034404898,7030.76451899129,1
106.701633957491,-6.16105552857068,7454.99741515829,1
106.701633957491,-6.16050071309239,7828.11478197234,1
106.701633957491,-6.15994589761409,8139.79483670822,1
106.701633957491,-6.15939108213579,8381.11451068311,1
106.701633957491,-6.1588362666575,8544.97274800633,1
106.701633957491,-6.1582814511792,8626.43452232763,1
106.701633957491,-6.1577266357009,8622.97267521883,1
106.701633957491,-6.15717182022261,8534.59152882243,1
106.701633957491,-6.15661700474431,8363.82437357496,1
106.701633957491,-6.15606218926601,8115.60566438202,1
106.701633957491,-6.15550737378772,7797.02731721394,1
106.701633957491,-6.15495255830942,7416.99615691244,1
106.701633957491,-6.15439774283112,6985.8157032597,1
106.701633957491,-6.15384292735283,6514.71963376606,1
106.701633957491,-6.15328811187453,6015.38616534845,1
106.702197008634,-6.16327479048387,5870.72250685646,1
106.702197008634,-6.16271997500557,6408.33885660219,1
106.702197008634,-6.16216515952727,6928.48247897615,1
106.702197008634,-6.16161034404898,7418.8891697445,1
106.702197008634,-6.16105552857068,7867.23437220618,1
106.702197008634,-6.16050071309239,8261.64526209738,1
106.702197008634,-6.15994589761409,8591.22305614872,1
106.702197008634,-6.15939108213579,8846.54339565267,1
106.702197008634,-6.1588362666575,9020.10276327171,1
106.702197008634,-6.1582814511792,9106.68161655841,1
106.702197008634,-6.1577266357009,9103.60007715466,1
106.702197008634,-6.15717182022261,9010.8491750328,1
106.702197008634,-6.15661700474431,8831.08919447487,1
106.702197008634,-6.15606218926601,8569.51585656436,1
106.702197008634,-6.15550737378772,8233.60410405993,1
106.702197008634,-6.15495255830942,7832.74735987036,1
106.702197008634,-6.15439774283112,7377.81664576709,1
106.702197008634,-6.15384292735283,6880.66837650074,1
106.702197008634,-6.15328811187453,6353.63169968209,1
106.702197008634,-6.15273329639623,5809.00587739808,1
106.702760059776,-6.16327479048387,6133.271027767,1
106.702760059776,-6.16271997500557,6695.69604118288,1
106.702760059776,-6.16216515952727,7239.87390055159,1
106.702760059776,-6.16161034404898,7752.98159169174,1
106.702760059776,-6.16105552857068,8222.13404473452,1
106.702760059776,-6.16050071309239,8634.91858688066,1
106.702760059776,-6.15994589761409,8979.94005172635,1
106.702760059776,-6.15939108213579,9247.34310665846,1
106.702760059776,-6.1588362666575,9429.27844005815,1
106.702760059776,-6.1582814511792,9520.28224441708,1
106.702760059776,-6.1577266357009,9517.54375521208,1
106.702760059776,-6.15717182022261,9421.04302697815,1
106.702760059776,-6.15661700474431,9233.55001296513,1
106.702760059776,-6.15606218926601,8960.48559066499,1
106.702760059776,-6.15550737378772,8609.65461112788,1
106.702760059776,-6.15495255830942,8190.86953954498,1
106.702760059776,-6.15439774283112,7715.49009784407,1
106.702760059776,-6.15384292735283,7195.90898964113,1
106.702760059776,-6.15328811187453,6645.01597639086,1
106.702760059776,-6.15273329639623,6075.67221568786,1
106.703323110918,-6.16382960596216,5756.79262504952,1
106.703323110918,-6.16327479048387,6345.52669705432,1
106.703323110918,-6.16271997500557,6928.08518069375,1
106.703323110918,-6.16216515952727,7491.76456319312,1
106.703323110918,-6.16161034404898,8023.28886553061,1
106.703323110918,-6.16105552857068,8509.31928660423,1
106.703323110918,-6.16050071309239,8937.00663089576,1
106.703323110918,-6.15994589761409,9294.55470770903,1
106.703323110918,-6.15939108213579,9571.76024707747,1
106.703323110918,-6.1588362666575,9760.49493325183,1
106.703323110918,-6.1582814511792,9855.09800064065,1
106.703323110918,-6.1577266357009,9852.65328874117,1
106.703323110918,-6.15717182022261,9753.13227713686,1
106.703323110918,-6.15661700474431,9559.39377260636,1
106.703323110918,-6.15606218926601,9277.04080516049,1
106.703323110918,-6.15550737378772,8914.14505047237,1
106.703323110918,-6.15495255830942,8480.85789678617,1
106.703323110918,-6.15439774283112,7988.9343850726,1
106.703323110918,-6.15384292735283,7451.20111918027,1
106.703323110918,-6.15328811187453,6881.001542813,1
106.703323110918,-6.15273329639623,6291.6516390375,1
106.70388616206,-6.16382960596216,5897.4522383888,1
106.70388616206,-6.16327479048387,6501.15610811645,1
106.70388616206,-6.16271997500557,7098.53595919697,1
106.70388616206,-6.16216515952727,7676.56760874308,1
106.70388616206,-6.16161034404898,8221.64233642799,1
106.70388616206,-6.16105552857068,8720.08869728699,1
106.70388616206,-6.16050071309239,9158.73796133429,1
106.70388616206,-6.15994589761409,9525.50072066372,1
106.70388616206,-6.15939108213579,9809.91949811044,1
106.70388616206,-6.1588362666575,10003.6622249859,1
106.70388616206,-6.1582814511792,10100.9243269964,1
106.70388616206,-6.1577266357009,10098.7126920224,1
106.70388616206,-6.15717182022261,9996.99255591284,1
106.70388616206,-6.15661700474431,9798.68767947002,1
106.70388616206,-6.15606218926601,9509.53429513113,1
106.70388616206,-6.15550737378772,9137.79929842853,1
106.70388616206,-6.15495255830942,8693.8821889091,1
106.70388616206,-6.15439774283112,8189.8275753507,1
106.70388616206,-6.15384292735283,7638.78007839533,1
106.70388616206,-6.15328811187453,7054.41585080291,1
106.70388616206,-6.15273329639623,6450.3846113285,1
106.70388616206,-6.15217848091794,5839.79322868823,1
106.704449213202,-6.16382960596216,5982.62718755698,1
106.704449213202,-6.16327479048387,6595.4378680306,1
106.704449213202,-6.16271997500557,7201.82937275408,1
