"x","y","value"
106.686713102226,-6.14579810291752,674.00566595838
106.686713102226,-6.14357884100434,507.493924815026
106.686713102226,-6.14135957909115,366.564721085229
106.686713102226,-6.13914031717797,254.105314603602
106.686713102226,-6.13692105526478,169.130672624742
106.686713102226,-6.13470179335159,108.139374402095
106.686713102226,-6.13248253143841,66.45181703487
106.686713102226,-6.13026326952522,39.2638415521502
106.686713102226,-6.12804400761203,22.3160436203562
106.686713102226,-6.12582474569885,12.2040019021072
106.686713102226,-6.12360548378566,6.42226023915806
106.686713102226,-6.12138622187247,3.25173909442453
106.686713102226,-6.11916695995929,1.58359007780798
106.686713102226,-6.1169476980461,0.741480648387743
106.688965306794,-6.17242924587576,1120.24491926975
106.688965306794,-6.17020998396258,1301.0361500017
106.688965306794,-6.16799072204939,1476.44889535853
106.688965306794,-6.1657714601362,1632.41711088731
106.688965306794,-6.15911367439664,1831.62407371202
106.688965306794,-6.15689441248346,1772.52316224865
106.688965306794,-6.15467515057027,1649.27122826235
106.688965306794,-6.15245588865708,1473.3245097122
106.688965306794,-6.1502366267439,1262.40895624295
106.688965306794,-6.14801736483071,1037.02223111778
106.688965306794,-6.14579810291752,816.605458789376
106.688965306794,-6.14357884100434,616.50004553932
106.688965306794,-6.14135957909115,446.353437765708
106.688965306794,-6.13914031717797,310.03836148832
106.688965306794,-6.13692105526478,206.69455761
106.688965306794,-6.13470179335159,132.317945334136
106.688965306794,-6.13248253143841,81.3750535497443
106.688965306794,-6.13026326952522,48.1007418364988
106.688965306794,-6.12804400761203,27.339223241564
106.688965306794,-6.12582474569885,14.9464096089874
106.688965306794,-6.12360548378566,7.86102650210735
106.688965306794,-6.12138622187247,3.97752043179549
106.688965306794,-6.11916695995929,1.93588598657111
106.688965306794,-6.1169476980461,0.906214561849633
106.688965306794,-6.11472843613291,0.408061512218875
106.688965306794,-6.10807065039335,0.0298453077619146
106.688965306794,-6.10585138848017,0.0116875215293792
106.688965306794,-6.10363212656698,0.00445710834242062
106.688965306794,-6.1014128646538,0.00166305705873968
106.688965306794,-6.09919360274061,0.000610089507156427
106.688965306794,-6.09697434082742,0.000221089437756692
106.691217511362,-6.17242924587576,1295.76166302209
106.691217511362,-6.17020998396258,1507.67957292212
106.691217511362,-6.16799072204939,1714.08630643143
106.691217511362,-6.1657714601362,1898.65598609313
106.691217511362,-6.16355219822302,2042.97888797196
106.691217511362,-6.16133293630983,2129.19965785213
106.691217511362,-6.15911367439664,2143.44590792218
106.691217511362,-6.15689441248346,2079.21260326946
106.691217511362,-6.15467515057027,1939.58362406967
106.691217511362,-6.15245588865708,1737.35391601517
