"V1","V2","V3","V4","V5","location.x","location.y","V8","V9","V10","V11","V12","V13","subtype","V15","uuid","V17","V18","level"
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Pusat",0,"ID",106.822645,-6.202647,12,1494287985929,6,2,"7","MH Thamrin","JAM_HEAVY_TRAFFIC","JAM","a39a1db6-89bf-304e-8572-bc60a4dbb8c9",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Pusat",0,"ID",106.823268,-6.199207,179,1494288901370,5,3,"7","MH Thamrin","JAM_MODERATE_TRAFFIC","JAM","0e3373f6-3b56-38d0-8920-b2d17880134a",20170509,20170509,100
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Pusat",0,"ID",106.824553,-6.202528,103,1494288729269,5,3,"2","Jalan Kendal","JAM_HEAVY_TRAFFIC","JAM","52d33526-bf6d-3fb6-8443-ef137419301d",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Pusat",0,"ID",106.832632,-6.175482,185,1494288264307,5,2,"2","Pejambon","JAM_HEAVY_TRAFFIC","JAM","b845e080-ff03-3020-a52e-d3d4f5e7aaa2",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Pusat",0,"ID",106.838019,-6.202701,347,1494287890172,6,3,"2","Teuku Cik Ditiro","JAM_HEAVY_TRAFFIC","JAM","0a2dcbfd-a985-3995-b203-8446153bc3c9",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Pusat",0,"ID",106.861755,-6.194086,238,1494288640728,5,1,"2","Pramuka (Jalur Lambat)","JAM_HEAVY_TRAFFIC","JAM","0c89c675-3774-3e06-9930-f4420674f2a5",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Pusat",0,"ID",106.867686,-6.192348,264,1494288822443,5,0,"7","Pramuka","JAM_HEAVY_TRAFFIC","JAM","caa5a5f6-94c6-339e-8095-97a4e9e05aeb",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Pusat",1,"ID",106.86212,-6.193775,238,1494288601440,8,2,"7","Pramuka","JAM_HEAVY_TRAFFIC","JAM","afb36f8d-4a7e-3576-a025-45dd80dfb397",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Pusat",5,"ID",106.801086,-6.203817,0,1493897264790,10,0,"\N","U-turn","ROAD_CLOSED_EVENT","ROAD_CLOSED","99b70b32-93c2-3da7-89cf-bb999ccd423c",20170509,20170509,100
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Pusat",5,"ID",106.807219,-6.223104,0,1493963929870,10,0,"\N","\N","ROAD_CLOSED_EVENT","ROAD_CLOSED","a0eef64c-fd8a-3b75-ab1e-89ea508df604",20170509,20170509,100
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.762907,-6.256725,0,1493897221469,6,0,"\N","Bintaro Permai","ROAD_CLOSED_EVENT","ROAD_CLOSED","9374d8e0-815c-3fe0-85cc-87fa7f44615f",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.706664,-6.155719,89,1494287783928,5,1,"6","N1 Daan Mogot","JAM_STAND_STILL_TRAFFIC","JAM","87731799-8c92-3634-bfdc-135357789592",20170509,20170509,300
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.712044,-6.155565,91,1494288305958,5,1,"6","N1 Daan Mogot","JAM_STAND_STILL_TRAFFIC","JAM","8faa19bf-f91d-3636-a81e-2bc542158148",20170509,20170509,300
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.71327,-6.155591,85,1494287981461,5,0,"6","N1 Daan Mogot","JAM_STAND_STILL_TRAFFIC","JAM","2a38f7ce-6007-320a-b72f-02a755e21f11",20170509,20170509,300
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.717769,-6.153454,67,1494288042576,5,1,"6","N1 Daan Mogot","JAM_HEAVY_TRAFFIC","JAM","a04c481e-4b9d-3198-a878-01ef778c4037",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.7184,-6.150376,173,1494288331489,5,1,"2","Sumur Bor Raya","JAM_HEAVY_TRAFFIC","JAM","a38ab94c-9aa4-3485-924b-599cfffa66b5",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.718414,-6.150493,173,1494288387001,5,1,"2","Sumur Bor Raya","JAM_HEAVY_TRAFFIC","JAM","0f7567a3-56e1-3d50-95cb-4b9294f89648",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.718987,-6.153168,262,1494287531513,5,1,"6","N1 Daan Mogot","JAM_HEAVY_TRAFFIC","JAM","391a1dcc-adbc-3ccd-87b8-857fc277c28c",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.727322,-6.190775,99,1494288314268,5,2,"4","Arah Bandara Soekarno-Hatta/Tol Pluit-Tj. Priok","","JAM","e7a140ec-1e47-3baf-a742-5d97eebac14d",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.730949,-6.196375,105,1494287515183,5,0,"2","Meruya Utara","","JAM","777ceb6e-da8e-3e2c-a6b1-6074414030e3",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.731623,-6.191193,93,1494287783796,5,3,"4","Arah Kebon Jeruk/Tomang/Tol Lingkar Dalam","JAM_HEAVY_TRAFFIC","JAM","b06ec3b0-a183-31de-aafa-205ef8aa0554",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.731744,-6.218945,89,1494288079646,5,2,"2","Joglo Raya","JAM_STAND_STILL_TRAFFIC","JAM","eb2a33f6-2956-34f0-8aeb-4eb8a431ebfc",20170509,20170509,300
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.737163,-6.214836,87,1494287652541,5,1,"2","Haji Saaba","JAM_HEAVY_TRAFFIC","JAM","ee139abf-648b-38dd-94fd-401812182a06",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.737279,-6.221701,7,1494288600246,5,0,"2","Haji Muchtar Raya","JAM_HEAVY_TRAFFIC","JAM","f111fc25-b0d1-3290-bcf9-cdc71e5d356b",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.747511,-6.197958,1,1494288326672,5,3,"2","Taman Jeruk Utama","JAM_STAND_STILL_TRAFFIC","JAM","fd791e64-b975-3285-a5f0-09fff7f147e7",20170509,20170509,300
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.757884,-6.190827,83,1494288233941,6,4,"2","Pejuangan","HAZARD_ON_ROAD_CONSTRUCTION","WEATHERHAZARD","44885249-01c8-300f-9b79-72c7d05bf7e9",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.758487,-6.209481,84,1494288572859,5,3,"1","Sawah Balong","JAM_MODERATE_TRAFFIC","JAM","649fad52-787c-31c7-a5c7-08fd5c573620",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.763146,-6.159907,182,1494288312694,5,2,"7","Panjang Raya","JAM_HEAVY_TRAFFIC","JAM","2f589146-3a1b-307d-9170-01b6222db0d7",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.770624,-6.161475,111,1494288571015,6,1,"6","N1 Daan Mogot","JAM_STAND_STILL_TRAFFIC","JAM","61928438-b7dd-38c8-a635-7e7ad9feabd9",20170509,20170509,300
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.770635,-6.16148,111,1494288592852,5,1,"6","N1 Daan Mogot","HAZARD_ON_SHOULDER_CAR_STOPPED","WEATHERHAZARD","37ff375b-8c1b-3e7f-9bf9-0c18a0914ee1",20170509,20170509,150
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.784945,-6.188399,101,1494288115878,6,3,"2","Sakti Raya","JAM_HEAVY_TRAFFIC","JAM","e1a78184-849f-3b6e-9ad5-6d8b7495b39c",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.787668,-6.168762,359,1494288142986,5,4,"6","N2 Letjen S Parman","JAM_HEAVY_TRAFFIC","JAM","5d31ae42-1f79-383f-8545-1ed72e10a4b2",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.787808,-6.169351,1,1494288476580,5,0,"6","Flyover Grogol","","JAM","156a2df9-b7b2-30f5-b788-9e68e226196f",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.788824,-6.170951,160,1494288033824,5,2,"6","N2 Letjen S Parman","JAM_HEAVY_TRAFFIC","JAM","dbf96f22-61cb-3b2e-beff-0bf56d863e77",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.789547,-6.162731,23,1494287733289,5,1,"6","N1 Satria","JAM_STAND_STILL_TRAFFIC","JAM","ef20b756-d180-39b2-bd0f-c470bf706fcb",20170509,20170509,300
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.797349,-6.189511,86,1494288253587,6,1,"7","Flyover Kemanggisan","JAM_HEAVY_TRAFFIC","JAM","49b420b9-a673-319c-ace5-6209fb713dc1",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",0,"ID",106.799375,-6.189383,84,1494287684738,5,2,"2","Brigjen Katamso","JAM_HEAVY_TRAFFIC","JAM","698496d8-b1fa-377b-bf1d-6c5bd44a0f68",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",1,"ID",106.714083,-6.154969,182,1494288129937,7,1,"2","Jalan Tampak Siring","JAM_HEAVY_TRAFFIC","JAM","4a14fb83-0757-36e2-83f2-73ae766e94f9",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Barat",2,"ID",106.714157,-6.154035,187,1494287799842,10,1,"2","Jalan Tampak Siring","JAM_HEAVY_TRAFFIC","JAM","eb2d077c-79e9-3a37-ae72-45cf1068a5f5",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.798147,-6.226804,0,1494288179812,5,4,"2","Asia Afrika","JAM_MODERATE_TRAFFIC","JAM","2885700e-c248-31a5-b6d4-0c633f4da44c",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.798151,-6.22644,0,1494288220922,5,4,"2","Asia Afrika","JAM_MODERATE_TRAFFIC","JAM","fe8bb45f-5253-3ffe-bf77-78cd2f034936",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.798437,-6.227606,13,1494288092720,6,4,"20","\N","JAM_MODERATE_TRAFFIC","JAM","843cc92a-7e20-3949-abed-993a82d77877",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.798616,-6.226687,179,1494288246946,5,4,"20","\N","JAM_MODERATE_TRAFFIC","JAM","0b79d8c0-61b0-34de-ad9e-db6323ad9008",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.798617,-6.226785,272,1494288627992,5,5,"20","\N","JAM_MODERATE_TRAFFIC","JAM","898fbb22-c3da-33c4-891d-8507c52ecb66",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.798617,-6.22705,179,1494288329971,5,4,"20","\N","JAM_MODERATE_TRAFFIC","JAM","c5fe08c3-d640-34b2-a05d-efc1614e9ab6",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.79865,-6.228423,0,1494288003420,5,4,"20","\N","JAM_MODERATE_TRAFFIC","JAM","4e1104b4-ec7e-3754-8aad-6d9aef75930e",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.806445,-6.223699,54,1494287997107,6,1,"7","Jenderal Sudirman","JAM_HEAVY_TRAFFIC","JAM","b727185f-bfcd-35d8-8bfd-30aa200eaf03",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.808073,-6.222422,57,1494288342317,5,1,"2","Jenderal Sudirman (Jalur Lambat)","JAM_HEAVY_TRAFFIC","JAM","16d958e4-1c8e-3d72-8292-5646770bf505",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.809187,-6.212479,55,1494287508370,5,2,"1","Bendungan Jatiluhur","JAM_MODERATE_TRAFFIC","JAM","af110865-b9c4-3e8e-bfb1-c3fdbf44e382",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.809724,-6.215336,125,1494288047468,5,0,"4","Exit Semanggi/Kuningan/Mampang","JAM_HEAVY_TRAFFIC","JAM","da8f2848-3d28-32c3-80ab-2edd2c800cfb",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.811698,-6.173842,165,1494288362812,5,2,"2","Cideng Timur","JAM_HEAVY_TRAFFIC","JAM","9c199f1f-f205-3f21-98ba-3406559b6076",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.817004,-6.215417,0,1494259307145,7,0,"\N","Jenderal Sudirman (Jalur Lambat)","ROAD_CLOSED_EVENT","ROAD_CLOSED","735a2b75-1c82-3839-8af5-405ff2b125d6",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.817735,-6.214804,0,1494259307009,6,0,"\N","Jenderal Sudirman (Jalur Lambat)","ROAD_CLOSED_EVENT","ROAD_CLOSED","be113908-70b3-30a5-84a4-65bde426abff",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.818131,-6.214933,0,1494259333564,7,0,"\N","Jenderal Sudirman","ROAD_CLOSED_EVENT","ROAD_CLOSED","4a791307-f120-36d5-8745-73e67f4e9b6a",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.822437,-6.203507,16,1494287944524,5,2,"2","Jenderal Sudirman (Jalur Lambat)","JAM_HEAVY_TRAFFIC","JAM","e44c1403-93bb-3417-bef8-6d8c7451a63d",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.822645,-6.202647,12,1494287985929,6,2,"7","MH Thamrin","JAM_HEAVY_TRAFFIC","JAM","a39a1db6-89bf-304e-8572-bc60a4dbb8c9",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.828106,-6.191816,242,1494287487219,5,1,"2","Yusuf Adiwinata","JAM_MODERATE_TRAFFIC","JAM","4101e9a8-1ea4-36b9-bbec-1e266690c6d9",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.832632,-6.175482,185,1494288264307,5,2,"2","Pejambon","JAM_HEAVY_TRAFFIC","JAM","b845e080-ff03-3020-a52e-d3d4f5e7aaa2",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.838019,-6.202701,347,1494287890172,5,3,"2","Teuku Cik Ditiro","JAM_HEAVY_TRAFFIC","JAM","0a2dcbfd-a985-3995-b203-8446153bc3c9",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.861755,-6.194086,238,1494288640728,5,1,"2","Pramuka (Jalur Lambat)","JAM_HEAVY_TRAFFIC","JAM","0c89c675-3774-3e06-9930-f4420674f2a5",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",0,"ID",106.86212,-6.193775,238,1494288601440,5,2,"7","Pramuka","JAM_HEAVY_TRAFFIC","JAM","afb36f8d-4a7e-3576-a025-45dd80dfb397",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",5,"ID",106.801086,-6.203817,0,1493897264790,10,0,"\N","U-turn","ROAD_CLOSED_EVENT","ROAD_CLOSED","99b70b32-93c2-3da7-89cf-bb999ccd423c",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Pusat",5,"ID",106.807219,-6.223104,0,1493963929870,10,0,"\N","\N","ROAD_CLOSED_EVENT","ROAD_CLOSED","a0eef64c-fd8a-3b75-ab1e-89ea508df604",20170509,20170509,100
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.767882,-6.259161,4,1494288719627,5,0,"2","Bintaro Raya","JAM_HEAVY_TRAFFIC","JAM","341df28e-d4c4-37bf-99fa-4422859b305e",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.770182,-6.233975,315,1494288174112,5,0,"1","Lemigas C","","JAM","abcc360e-b231-3f76-be63-914f6c3b606d",20170509,20170509,100
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.771507,-6.273165,85,1494288623135,5,2,"2","Deplu Raya","JAM_STAND_STILL_TRAFFIC","JAM","9156e094-28be-3bb3-b899-5749d7fb95f2",20170509,20170509,300
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.774457,-6.273647,216,1494288834617,5,2,"2","Pondok Pinang Raya","JAM_STAND_STILL_TRAFFIC","JAM","014bae0b-44d0-3513-b2c9-5d7ce34511f9",20170509,20170509,300
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.775322,-6.25093,190,1494287951441,6,1,"1","Bendi Utama","JAM_HEAVY_TRAFFIC","JAM","7c4b782f-95c4-37d1-80a5-aa1efbcbf90a",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.779562,-6.290083,303,1494288363590,6,1,"7","RA Kartini","JAM_HEAVY_TRAFFIC","JAM","3be42882-fa8b-39ef-8aca-05b7e3ef1c24",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.78173,-6.260582,353,1494288611663,5,1,"6","N12 Sultan Iskandar Muda","JAM_HEAVY_TRAFFIC","JAM","c94d5184-93a1-39e7-b25d-273a0e0c49db",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.783666,-6.237073,26,1494287929004,5,0,"7","N12 Teuku Nyak Arif","JAM_MODERATE_TRAFFIC","JAM","91f326d8-dcf3-360a-bae8-939a93cacb8b",20170509,20170509,100
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.791784,-6.299363,7,1494288994494,5,3,"2","Lebak Bulus 4","JAM_HEAVY_TRAFFIC","JAM","14722992-3820-34fe-ae68-c4a707e6fd31",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.792484,-6.298062,87,1494287986662,5,2,"2","Lebak Bulus 2","JAM_HEAVY_TRAFFIC","JAM","1702fd93-83db-38b2-9953-4dc8b086ac2a",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.792818,-6.296766,97,1494288992935,5,2,"2","Lebak Bulus 1","JAM_HEAVY_TRAFFIC","JAM","915e8548-32d3-3075-a84e-6ac74ea496df",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.793387,-6.312461,186,1494288478160,5,2,"7","Pondok Labu Raya","JAM_HEAVY_TRAFFIC","JAM","985f9e26-11c8-315e-918c-8e7bff5905f7",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.795857,-6.284917,0,1493897226948,6,0,"\N","Fatmawati","ROAD_CLOSED_EVENT","ROAD_CLOSED","f51f619d-8370-3315-a56c-adb05dcc8fdd",20170509,20170509,100
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.796049,-6.230496,41,1494288046359,5,1,"2","Hang Lekir","JAM_HEAVY_TRAFFIC","JAM","608156a5-e661-3e08-ba18-ee8f93438f08",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.79617,-6.26396,97,1494288208506,5,1,"2","Haji Nawi Raya","JAM_HEAVY_TRAFFIC","JAM","0cc87cb1-3e15-3a20-9714-ec3e3780885b",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.796956,-6.256326,85,1494288756875,5,0,"1","Kubis 2","JAM_HEAVY_TRAFFIC","JAM","33676cbe-3019-33df-8032-e6c02617ef80",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.797748,-6.276159,182,1494288647111,5,1,"7","Fatmawati","JAM_HEAVY_TRAFFIC","JAM","c19deeb0-a7b8-315b-bea7-aecd4a11857c",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.798721,-6.228879,278,1494287957930,5,4,"2","Hang Lekir 1","JAM_MODERATE_TRAFFIC","JAM","d79dedcd-9d00-3129-9f65-2780ee352ad5",20170509,20170509,100
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.799548,-6.297484,16,1494288202766,5,1,"1","Tundabara","JAM_STAND_STILL_TRAFFIC","JAM","7701134d-7769-3111-9dde-c45ae7ed3886",20170509,20170509,300
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.79978,-6.293952,272,1494288168192,5,2,"1","Intan","JAM_STAND_STILL_TRAFFIC","JAM","f304c6bc-5ba8-3b08-8952-b2b021dd8bf9",20170509,20170509,300
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.800125,-6.289314,93,1494288303819,5,1,"1","Cilandak 1","JAM_STAND_STILL_TRAFFIC","JAM","214ac464-c94e-305f-abe6-cb1252e70ce3",20170509,20170509,300
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.806469,-6.292155,55,1494287848356,5,2,"7","\N","JAM_HEAVY_TRAFFIC","JAM","89cb589e-9ba6-364f-8de3-04d8529569c7",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.807577,-6.232717,3,1494288696698,5,2,"2","Gunawarman","JAM_HEAVY_TRAFFIC","JAM","df719d93-7e85-36a1-9606-a9dcc97a1f29",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.807935,-6.257975,357,1494288028618,6,1,"2","Pangeran Antasari","JAM_HEAVY_TRAFFIC","JAM","2f6b0f74-86c1-3492-beb7-7f759fa6b937",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.808439,-6.265123,357,1494288771801,5,2,"7","Flyover Mayjen TNI Prof Dr Moestopo","JAM_HEAVY_TRAFFIC","JAM","7d8dc98b-dee6-3c15-bcd6-f0f8be1a88ca",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.808439,-6.265123,357,1494288771801,6,2,"7","Flyover Mayjen TNI Prof Dr Moestopo","JAM_HEAVY_TRAFFIC","JAM","7d8dc98b-dee6-3c15-bcd6-f0f8be1a88ca",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.808962,-6.292434,268,1494288711265,5,1,"7","RA Kartini","JAM_STAND_STILL_TRAFFIC","JAM","028961b3-6b0b-3cc0-8a85-7da2611d2d28",20170509,20170509,300
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.809225,-6.278255,277,1494288777187,5,4,"2","Puri Mutiara","JAM_HEAVY_TRAFFIC","JAM","35834c12-ddf1-3aa4-872a-4712d6c0b8c0",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.810089,-6.266215,12,1494288940724,5,2,"2","Pelita","JAM_STAND_STILL_TRAFFIC","JAM","440d88d0-c70b-3158-8f46-21884fda1d3e",20170509,20170509,300
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.811909,-6.255563,294,1494288762337,5,3,"2","Kemang Raya","JAM_HEAVY_TRAFFIC","JAM","4471cf73-5caa-3f53-bf9b-819da9ecf3b5",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.813219,-6.25704,358,1494288646905,5,3,"2","Kemang 1","JAM_STAND_STILL_TRAFFIC","JAM","63ed47f0-ba8f-3d48-b254-b728d26e6b58",20170509,20170509,300
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.813315,-6.283869,12,1494288904156,5,2,"1","Benda Atas","JAM_HEAVY_TRAFFIC","JAM","eb27eae9-2f36-378c-871b-8748c30828db",20170509,20170509,200
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.813362,-6.283621,1,1494288225356,5,1,"1","Benda Atas","JAM_STAND_STILL_TRAFFIC","JAM","604c66cd-9bf1-3276-89d3-520612eafd46",20170509,20170509,300
"2017-05-09 00:13:00:000","2017-05-09 00:14:00:000","Jakarta Selatan",0,"ID",106.816696,-6.273272,282,1494288667013,5,2,"2","Kemang Selatan","JAM_MODERATE_TRAFFIC","JAM","392192b8-d94d-3e97-aa55-351df168f248",20170509,20170509,100
