"V1","V2","V3","V4","V5","location.x","location.y","V8","V9","V10","V11","V12","V13","subtype","V15","uuid","V17","V18","level"
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.791784,-6.299363,7,1494288994494,5,3,"2","Lebak Bulus 4","JAM_HEAVY_TRAFFIC","JAM","14722992-3820-34fe-ae68-c4a707e6fd31",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.792818,-6.296766,97,1494288992935,5,2,"2","Lebak Bulus 1","JAM_HEAVY_TRAFFIC","JAM","915e8548-32d3-3075-a84e-6ac74ea496df",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.793387,-6.312461,186,1494288478160,5,2,"7","Pondok Labu Raya","JAM_HEAVY_TRAFFIC","JAM","985f9e26-11c8-315e-918c-8e7bff5905f7",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.794413,-6.292,91,1494289408406,5,2,"7","TB Simatupang","JAM_STAND_STILL_TRAFFIC","JAM","d0681aa2-7110-3460-98d3-4f3df3ddd6e7",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.795093,-6.292884,1,1494289383602,5,2,"7","Fatmawati","JAM_HEAVY_TRAFFIC","JAM","233c862a-b8d2-39e2-bd79-1e6172aaf969",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.795656,-6.28679,193,1494289030777,5,1,"7","Fatmawati","JAM_MODERATE_TRAFFIC","JAM","19ef387b-c5d9-3fe5-96c4-92a9457d772a",20170509,20170509,100
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.795857,-6.284917,0,1493897226948,6,0,"\N","Fatmawati","ROAD_CLOSED_EVENT","ROAD_CLOSED","f51f619d-8370-3315-a56c-adb05dcc8fdd",20170509,20170509,100
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.796956,-6.256326,85,1494288756875,5,0,"1","Kubis 2","JAM_HEAVY_TRAFFIC","JAM","33676cbe-3019-33df-8032-e6c02617ef80",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.797052,-6.256596,6,1494289433318,5,1,"7","Fatmawati","JAM_MODERATE_TRAFFIC","JAM","3a14990e-ce6a-327b-a867-15e6e69cfaae",20170509,20170509,100
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.797209,-6.292039,90,1494289383679,5,1,"7","TB Simatupang","JAM_HEAVY_TRAFFIC","JAM","727fb5f8-6259-3f13-a155-b3bcb3d63a16",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.797748,-6.276159,182,1494288647111,5,1,"7","Fatmawati","JAM_HEAVY_TRAFFIC","JAM","c19deeb0-a7b8-315b-bea7-aecd4a11857c",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.798506,-6.29377,10,1494289261745,5,2,"1","Tundabara","JAM_STAND_STILL_TRAFFIC","JAM","3f9b9e6b-69f0-3966-b3e4-6290c2a6d799",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.800125,-6.289314,93,1494288303819,5,1,"1","Cilandak 1","JAM_STAND_STILL_TRAFFIC","JAM","214ac464-c94e-305f-abe6-cb1252e70ce3",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.800357,-6.289686,11,1494289488926,5,2,"20","\N","JAM_STAND_STILL_TRAFFIC","JAM","65119005-afb6-3511-bf0e-e768b74d73b8",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.800737,-6.292203,93,1494289357190,5,1,"4","Gerbang Tol Fatmawati 1","JAM_MODERATE_TRAFFIC","JAM","a8b14456-eb12-3a6c-b798-668771330773",20170509,20170509,100
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.805494,-6.249146,46,1494289368686,5,0,"1","Darmawangsa 10","JAM_HEAVY_TRAFFIC","JAM","cc03a83f-a857-3144-9559-54d6bd3488d0",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.807577,-6.232717,3,1494288696698,5,2,"2","Gunawarman","JAM_HEAVY_TRAFFIC","JAM","df719d93-7e85-36a1-9606-a9dcc97a1f29",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.808062,-6.249339,290,1494289357191,5,1,"4","Flyover Mayjen TNI Prof Dr Moestopo","JAM_HEAVY_TRAFFIC","JAM","93937dba-0cf6-3d7c-899c-3b70ab2a5e63",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.808179,-6.262153,356,1494289216139,5,2,"2","Pangeran Antasari","JAM_HEAVY_TRAFFIC","JAM","14186636-6140-3624-ac7a-d7fc5062a002",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.808292,-6.230843,114,1494289012904,5,0,"2","Senopati","JAM_MODERATE_TRAFFIC","JAM","8fb3fe67-82e8-337d-8b51-b10b36d23bc1",20170509,20170509,100
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.808962,-6.292434,268,1494288711265,5,1,"7","RA Kartini","JAM_STAND_STILL_TRAFFIC","JAM","028961b3-6b0b-3cc0-8a85-7da2611d2d28",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.809174,-6.249679,296,1494289302207,5,1,"7","Flyover Mayjen TNI Prof Dr Moestopo","JAM_HEAVY_TRAFFIC","JAM","e3b64819-2580-3a1b-95b4-9801526088ba",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.809225,-6.278255,277,1494288777187,6,4,"2","Puri Mutiara","JAM_HEAVY_TRAFFIC","JAM","35834c12-ddf1-3aa4-872a-4712d6c0b8c0",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.810089,-6.266215,12,1494288940724,5,2,"2","Pelita","JAM_STAND_STILL_TRAFFIC","JAM","440d88d0-c70b-3158-8f46-21884fda1d3e",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.810784,-6.29203,88,1494289417946,5,3,"4","Exit 24: Mampang Prpt/Cilandak/Ragunan","HAZARD_ON_SHOULDER_CAR_STOPPED","WEATHERHAZARD","83147440-f30c-3fae-bdfb-622cd3a83a4c",20170509,20170509,150
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.811853,-6.278538,279,1494289283701,6,0,"2","Puri Mutiara","JAM_HEAVY_TRAFFIC","JAM","4ccfc6dc-c8b5-306f-8efa-a35ab1b817f5",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.811909,-6.255563,294,1494288762337,5,3,"2","Kemang Raya","JAM_HEAVY_TRAFFIC","JAM","4471cf73-5caa-3f53-bf9b-819da9ecf3b5",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.813219,-6.25704,358,1494288646905,5,3,"2","Kemang 1","JAM_STAND_STILL_TRAFFIC","JAM","63ed47f0-ba8f-3d48-b254-b728d26e6b58",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.813315,-6.283869,12,1494288904156,5,2,"1","Benda Atas","JAM_HEAVY_TRAFFIC","JAM","eb27eae9-2f36-378c-871b-8748c30828db",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.813567,-6.310364,7,1494289231142,5,2,"7","Cilandak KKO","JAM_STAND_STILL_TRAFFIC","JAM","7594f68c-4734-35b9-9eaf-f1ad85ffcad1",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.813641,-6.3096,3,1494289380274,5,2,"7","Cilandak KKO","JAM_STAND_STILL_TRAFFIC","JAM","14f27dfa-f96b-3c29-9cac-6a32e2810015",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.815203,-6.316001,210,1494289541998,5,3,"2","Paso","JAM_STAND_STILL_TRAFFIC","JAM","9cd8990f-aa77-3ee5-a3ca-b3eac559cf8c",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.816294,-6.238911,260,1494289501797,5,4,"2","Kapten Tendean","JAM_HEAVY_TRAFFIC","JAM","f45665c9-60f3-371c-be0c-561817e1d834",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.816696,-6.273272,282,1494288667013,5,2,"2","Kemang Selatan","JAM_MODERATE_TRAFFIC","JAM","392192b8-d94d-3e97-aa55-351df168f248",20170509,20170509,100
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.817042,-6.24216,36,1494289186982,5,0,"2","Bangka Raya","JAM_STAND_STILL_TRAFFIC","JAM","d01035af-fc0e-3471-a19b-4c0d57980d61",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.817571,-6.27962,16,1494288986284,5,0,"\N","\N","JAM_STAND_STILL_TRAFFIC","JAM","e7ceaa97-3d7d-3bf7-a588-7b3819b645d3",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.818612,-6.287076,8,1494288902093,5,0,"1","Kenanga","JAM_HEAVY_TRAFFIC","JAM","02c53ac4-0ca7-3a7d-9202-fb7cd56ec9ea",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.818718,-6.286364,8,1494288554960,5,0,"2","Ampera Raya","JAM_MODERATE_TRAFFIC","JAM","e6ba1af7-2b4d-36a6-8d07-ee18584ebf15",20170509,20170509,100
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.818778,-6.279835,273,1494289166493,5,2,"2","Jalan Madrasah","JAM_STAND_STILL_TRAFFIC","JAM","adbe0e81-a87b-39ed-9a54-2136dd073c0f",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.81935,-6.213959,221,1494289074289,5,3,"2","Jenderal Sudirman (Jalur Lambat)","JAM_MODERATE_TRAFFIC","JAM","5059647b-e84b-33c5-b6c3-38059b7354ff",20170509,20170509,100
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.822018,-6.273649,243,1494288478174,5,2,"1","Kecapi","JAM_MODERATE_TRAFFIC","JAM","515d811a-8fee-3cef-a924-38498e9f420b",20170509,20170509,100
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.824474,-6.234719,126,1494289250067,5,0,"6","N2 Gatot Subroto","JAM_HEAVY_TRAFFIC","JAM","61eaf9ea-bd55-38aa-8d13-a083a0df91cf",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.825343,-6.314564,8,1494289261528,5,3,"2","Kebagusan Raya","JAM_STAND_STILL_TRAFFIC","JAM","dca34d73-008e-3071-a828-7a4f200a881a",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.825413,-6.314088,8,1494288444527,5,2,"2","Kebagusan Raya","JAM_STAND_STILL_TRAFFIC","JAM","2ae9ecc2-75f9-3f1a-b683-5a1062aedb69",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.825718,-6.235505,122,1494288885388,5,3,"6","N2 Gatot Subroto","JAM_STAND_STILL_TRAFFIC","JAM","a3a81729-3901-30ac-808a-95a366b36166",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.826483,-6.303255,95,1494288898995,5,1,"8","Hanya untuk Motor","JAM_STAND_STILL_TRAFFIC","JAM","728f515d-fd4a-30d9-8f93-21e57248937b",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.827652,-6.306058,346,1494289036710,5,1,"2","Kebagusan Raya","JAM_STAND_STILL_TRAFFIC","JAM","6aa011f4-e3ed-3812-8988-300bd0f1a424",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.828464,-6.240079,92,1494289117092,5,4,"2","Kapten Tendean","JAM_HEAVY_TRAFFIC","JAM","e4c762b1-6bc8-32b8-9f9a-3254f3857c39",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.829955,-6.297817,299,1494288618658,6,2,"7","RA Kartini","JAM_HEAVY_TRAFFIC","JAM","6165a101-5367-31d6-8b35-d5f461629882",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.83044,-6.264099,3,1494288714837,5,1,"7","Warung Jati Barat","JAM_HEAVY_TRAFFIC","JAM","072cbc09-3b24-3085-a132-d68699efe3cb",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.831281,-6.239605,304,1494289003658,5,0,"6","N2 Gatot Subroto","JAM_HEAVY_TRAFFIC","JAM","2b7321d5-74e3-384f-9b3f-624d5cc31947",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.832034,-6.220712,158,1494289280078,5,2,"7","HR Rasuna Said","","JAM","526bb3a0-d827-35d5-b441-7c7b3b95e3d1",20170509,20170509,100
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.832213,-6.221751,346,1494288266653,5,0,"7","HR Rasuna Said","JAM_MODERATE_TRAFFIC","JAM","cdb7cb78-a51d-3883-a108-05c52636a825",20170509,20170509,100
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.832897,-6.239997,115,1494288456076,5,1,"6","N2 Gatot Subroto","JAM_STAND_STILL_TRAFFIC","JAM","536a9b94-0ecb-362d-b844-1ed07bf68688",20170509,20170509,300
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.835521,-6.241327,284,1494288302135,5,0,"6","N2 Gatot Subroto","JAM_MODERATE_TRAFFIC","JAM","36dca5e3-35c5-3066-8abf-5d54b5604dc4",20170509,20170509,100
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.835907,-6.320918,348,1494289497804,5,2,"2","Lenteng Agung Barat","JAM_HEAVY_TRAFFIC","JAM","aff9e669-d209-3a40-b9fd-a11d88a541c4",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.837131,-6.317823,9,1494289466517,5,1,"7","Lenteng Agung Barat","JAM_HEAVY_TRAFFIC","JAM","b639690a-72d9-3616-b771-2d803ae1f51b",20170509,20170509,200
"2017-05-09 00:22:00:000","2017-05-09 00:23:00:000","Jakarta Selatan",0,"ID",106.839048,-6.306303,9,1494288605721,5,2,"7","Lenteng Agung Barat","JAM_STAND_STILL_TRAFFIC","JAM","21e49a5a-546f-3a41-aa0f-1e554d1ff680",20170509,20170509,300
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.892922,-6.213425,272,1494287548503,6,3,"7","I Gusti Ngurah Rai","JAM_HEAVY_TRAFFIC","JAM","2d240246-285d-3bb5-bd3e-0f9545fe7a80",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.894622,-6.176579,313,1494288629303,5,1,"6","N1 Perintis Kemerdekaan","JAM_HEAVY_TRAFFIC","JAM","f0c6149c-ad93-3262-b71b-25edda2192b9",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.896143,-6.307926,297,1494287920830,5,1,"2","Jalan Mabes Hankam","JAM_HEAVY_TRAFFIC","JAM","44bd779c-616e-3745-bace-d210b3e68da9",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.898528,-6.309246,300,1494287874892,5,1,"2","Jalan Mabes Hankam","JAM_STAND_STILL_TRAFFIC","JAM","27e84d2b-4a8a-30f9-be96-23c6a4dfdcd5",20170509,20170509,300
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.899548,-6.220632,1,1494288510047,5,1,"2","Pahlawan Revolusi","JAM_STAND_STILL_TRAFFIC","JAM","45c118e7-c8ab-37d0-bfc3-f3945a05207d",20170509,20170509,300
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.902647,-6.206157,24,1494288052434,5,0,"7","Bekasi Timur Raya","JAM_MODERATE_TRAFFIC","JAM","6ea2bec1-6460-34fa-969e-7fba393c91c0",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.902964,-6.311479,275,1494288523749,5,0,"4","Exit Bambu Apus/Ceger/Kp Rambutan/TMII","HAZARD_ON_SHOULDER_CAR_STOPPED","WEATHERHAZARD","0b267107-9c76-3600-a919-2b789cbf8944",20170509,20170509,150
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.902989,-6.202697,282,1494287680930,5,2,"2","Jatinegara Kaum","HAZARD_ON_SHOULDER_CAR_STOPPED","WEATHERHAZARD","7fd75db0-0af6-3354-8637-91b5cf732f81",20170509,20170509,150
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.912161,-6.314127,275,1494287624999,5,1,"2","Jalan Mabes Hankam","JAM_HEAVY_TRAFFIC","JAM","4de21a0f-bcaa-3894-b289-8c106eaa7334",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.915168,-6.228801,76,1494287820211,5,0,"7","Kolonel Soegiono","JAM_MODERATE_TRAFFIC","JAM","73005c1e-ead9-39fe-b7b6-45097cdcb189",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.929726,-6.249161,0,1494287987892,5,2,"2","Kampung Baru STM Kapin","JAM_HEAVY_TRAFFIC","JAM","dab64f9a-f022-3514-b41a-58565567be95",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.929728,-6.248697,1,1494288072912,5,2,"2","Kampung Baru STM Kapin","JAM_STAND_STILL_TRAFFIC","JAM","a01babb1-3039-39da-b4a8-07535330f2c3",20170509,20170509,300
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.939118,-6.21743,0,1493897204014,7,0,"\N","Penggilingan","ROAD_CLOSED_EVENT","ROAD_CLOSED","52ff2e18-0be3-3ec0-b0ff-67db12a526d6",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.939133,-6.217483,0,1493897224530,6,0,"\N","Perlintasan Kereta","ROAD_CLOSED_EVENT","ROAD_CLOSED","cbd7487e-e8cc-399c-8cf9-53b6ccf8b007",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",0,"ID",106.939148,-6.217539,0,1493897201817,6,0,"\N","Perlintasan Kereta","ROAD_CLOSED_EVENT","ROAD_CLOSED","256c6e12-f78f-30d2-92a3-6daf14c5b289",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",1,"ID",106.870869,-6.224681,268,1494287819290,7,2,"7","Flyover Kampung Melayu","JAM_STAND_STILL_TRAFFIC","JAM","5a1732fb-a364-3282-88e5-dcd9777e19b1",20170509,20170509,300
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",1,"ID",106.877165,-6.172215,195,1494287530873,8,3,"6","N13 Ahmad Yani","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","16cb7063-39c6-3e83-98b8-92e6237b098b",20170509,20170509,100
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",2,"ID",106.873227,-6.246634,291,1494287739837,9,2,"7","N2 MT Haryono","JAM_HEAVY_TRAFFIC","JAM","8a5f925d-fd30-35cb-bbba-39d26c0a79f8",20170509,20170509,200
"2017-05-09 00:07:00:000","2017-05-09 00:08:00:000","Jakarta Timur",2,"ID",106.884605,-6.306151,273,1494287870293,9,1,"4","Exit Cijantung/Ps Minggu/Tol Jkt-Serpong","JAM_STAND_STILL_TRAFFIC","JAM","8d4ec30f-ac9b-3639-b338-d8701f3788a0",20170509,20170509,300
