"x","y","value","cluster"
106.794818921511,-6.17020998396258,19886.8726848905,6
106.794818921511,-6.16799072204939,28828.4259930705,6
106.794818921511,-6.1657714601362,31821.965626511,6
106.794818921511,-6.16355219822302,26046.8860456107,6
106.797071126079,-6.26563824622959,17913.4588852244,9
106.797071126079,-6.26341898431641,21063.9722496451,9
106.797071126079,-6.26119972240322,17930.557245709,9
106.797071126079,-6.2478841509241,16719.0920906185,8
106.797071126079,-6.24566488901091,23180.7596622498,8
106.797071126079,-6.24344562709773,28319.0104990984,8
106.797071126079,-6.24122636518454,34649.2275513456,8
106.797071126079,-6.23900710327135,44145.4192523089,8
106.797071126079,-6.23678784135817,53106.7468400864,8
106.797071126079,-6.23456857944498,54554.9297234351,8
106.797071126079,-6.2323493175318,45965.263156365,8
106.797071126079,-6.23013005561861,31639.342077143,8
106.797071126079,-6.22791079370542,17840.7489027277,8
106.797071126079,-6.17020998396258,19960.3604361121,6
106.797071126079,-6.16799072204939,30030.110380223,6
106.797071126079,-6.1657714601362,34397.7776065392,6
106.797071126079,-6.16355219822302,28931.1220537266,6
106.797071126079,-6.16133293630983,17714.3470461224,6
106.799323330647,-6.26341898431641,17904.5357808155,9
106.799323330647,-6.2478841509241,19462.5929709899,8
106.799323330647,-6.24566488901091,26076.2160542817,8
106.799323330647,-6.24344562709773,31252.8375619366,8
106.799323330647,-6.24122636518454,37652.4927446906,8
106.799323330647,-6.23900710327135,47520.0047716661,8
106.799323330647,-6.23678784135817,57694.3699136472,8
106.799323330647,-6.23456857944498,61008.3158407397,8
106.799323330647,-6.2323493175318,53503.4068291142,8
106.799323330647,-6.23013005561861,38334.0106235117,8
106.799323330647,-6.22791079370542,22292.8593070895,8
106.799323330647,-6.17020998396258,21409.4154172616,6
106.799323330647,-6.16799072204939,32011.5108460979,6
106.799323330647,-6.1657714601362,37039.9787844297,6
106.799323330647,-6.16355219822302,31571.1936690425,6
106.799323330647,-6.16133293630983,19675.2912842622,6
106.801575535216,-6.2478841509241,19324.1604779056,8
106.801575535216,-6.24566488901091,24171.1184543145,8
106.801575535216,-6.24344562709773,28020.0270161545,8
106.801575535216,-6.24122636518454,33668.197144232,8
106.801575535216,-6.23900710327135,42996.4956313934,8
106.801575535216,-6.23678784135817,53200.7415320925,8
106.801575535216,-6.23456857944498,57728.1484600384,8
106.801575535216,-6.2323493175318,52102.0789126331,8
106.801575535216,-6.23013005561861,38289.1883329318,8
106.801575535216,-6.22791079370542,22666.2858659399,8
106.801575535216,-6.17020998396258,21220.9660775463,6
106.801575535216,-6.16799072204939,31334.6560228339,6
106.801575535216,-6.1657714601362,36457.1045526928,6
106.801575535216,-6.16355219822302,31653.8653900818,6
106.801575535216,-6.16133293630983,20465.0306953204,6
106.801575535216,-6.13914031717797,16204.8635929728,10
106.803827739784,-6.29448865110102,16491.8083271403,0
106.803827739784,-6.29226938918783,19426.5205906447,0
106.803827739784,-6.29005012727464,16642.4977515612,0
106.803827739784,-6.2478841509241,16867.9635655081,0
106.803827739784,-6.24566488901091,19126.1612685918,8
106.803827739784,-6.24344562709773,21342.9933936295,8
106.803827739784,-6.24122636518454,26368.4371404651,8
106.803827739784,-6.23900710327135,35431.3072730872,8
106.803827739784,-6.23678784135817,45518.0455952631,8
106.803827739784,-6.23456857944498,50579.7438518992,8
106.803827739784,-6.2323493175318,46435.2873239178,8
106.803827739784,-6.23013005561861,34631.6780464772,8
106.803827739784,-6.22791079370542,20842.1186210625,8
106.803827739784,-6.17020998396258,18668.0727593166,6
106.803827739784,-6.16799072204939,27413.5064524997,6
106.803827739784,-6.1657714601362,32212.8754712763,6
106.803827739784,-6.16355219822302,28997.6313117686,6
106.803827739784,-6.16133293630983,20168.7983344068,6
106.803827739784,-6.14357884100434,18301.6304989726,0
106.803827739784,-6.14135957909115,25196.86247667,10
106.803827739784,-6.13914031717797,27192.9955815777,10
106.803827739784,-6.13692105526478,23919.2148581388,10
106.803827739784,-6.13470179335159,18656.0751299177,10
106.806079944353,-6.29448865110102,16490.8030299314,0
106.806079944353,-6.29226938918783,19416.2550555185,0
106.806079944353,-6.29005012727464,16581.2641334811,0
106.806079944353,-6.25898046049003,16219.5897499038,11
106.806079944353,-6.25676119857685,19293.8982754434,11
106.806079944353,-6.25454193666366,18355.5068429939,11
106.806079944353,-6.24122636518454,20894.3667655271,8
106.806079944353,-6.23900710327135,30818.1130473994,8
106.806079944353,-6.23678784135817,41232.6752293322,8
106.806079944353,-6.23456857944498,46206.6382691464,8
106.806079944353,-6.2323493175318,42386.5072533114,8
106.806079944353,-6.23013005561861,31823.0852923463,8
106.806079944353,-6.22791079370542,19753.314766763,8
106.806079944353,-6.16799072204939,22577.3070498651,6
106.806079944353,-6.1657714601362,26659.2970389012,6
106.806079944353,-6.16355219822302,25165.6797155946,6
106.806079944353,-6.16133293630983,19305.6053444417,6
106.806079944353,-6.14357884100434,27232.9153001278,10
106.806079944353,-6.14135957909115,36760.5785669326,10
106.806079944353,-6.13914031717797,38751.1345609869,10
106.806079944353,-6.13692105526478,33334.2063692014,10
106.806079944353,-6.13470179335159,26023.3265387132,10
106.806079944353,-6.13248253143841,21789.9638680932,10
106.806079944353,-6.13026326952522,20458.9734239864,10
106.806079944353,-6.12804400761203,18531.3777986347,10
106.808332148921,-6.26119972240322,17534.7936064786,11
106.808332148921,-6.25898046049003,26970.1191651723,11
106.808332148921,-6.25676119857685,32263.6404877544,11
106.808332148921,-6.25454193666366,29515.9549833033,11
106.808332148921,-6.25232267475047,21456.1293287127,11
106.808332148921,-6.24122636518454,19222.1280574791,8
106.808332148921,-6.23900710327135,30249.2005988157,8
106.808332148921,-6.23678784135817,40315.6051977165,8
106.808332148921,-6.23456857944498,43953.6586328146,8
106.808332148921,-6.2323493175318,39344.3614727589,8
106.808332148921,-6.23013005561861,29602.8770537519,8
106.808332148921,-6.22791079370542,19601.049038193,8
106.808332148921,-6.16799072204939,18809.8430884025,6
106.808332148921,-6.1657714601362,21735.5336402078,6
106.808332148921,-6.16355219822302,21099.2180395119,6
106.808332148921,-6.16133293630983,17594.1965630135,6
106.808332148921,-6.14579810291752,20178.9230804372,10
106.808332148921,-6.14357884100434,33829.8036079292,10
106.808332148921,-6.14135957909115,44099.8704447015,10
106.808332148921,-6.13914031717797,44954.4607007944,10
106.808332148921,-6.13692105526478,37361.8666785553,10
106.808332148921,-6.13470179335159,28538.6543917768,10
106.808332148921,-6.13248253143841,24188.3720672854,10
106.808332148921,-6.13026326952522,23365.9216394943,10
106.808332148921,-6.12804400761203,21486.2417852905,10
106.808332148921,-6.12582474569885,16386.7959511871,10
106.81058435349,-6.26119972240322,23366.0426176265,11
106.81058435349,-6.25898046049003,34393.2598748979,11
106.81058435349,-6.25676119857685,40564.1914722871,11
106.81058435349,-6.25454193666366,36664.9923165045,11
106.81058435349,-6.25232267475047,25377.0775371573,11
106.81058435349,-6.24122636518454,18931.1485285371,8
106.81058435349,-6.23900710327135,29432.2349196959,8
106.81058435349,-6.23678784135817,37173.84848846,8
106.81058435349,-6.23456857944498,38198.2083884975,8
106.81058435349,-6.2323493175318,32817.6968536988,8
106.81058435349,-6.23013005561861,25052.4213810318,8
106.81058435349,-6.22791079370542,18949.6877806662,8
106.81058435349,-6.19240260309444,17342.2262961319,12
106.81058435349,-6.19018334118125,23222.3472084346,12
106.81058435349,-6.18796407926807,23532.8974924258,12
106.81058435349,-6.18574481735488,17821.3600102883,0
106.81058435349,-6.1657714601362,17035.880183631,6
106.81058435349,-6.16355219822302,16505.4869960227,6
106.81058435349,-6.14579810291752,24187.7911285703,10
106.81058435349,-6.14357884100434,37590.4069839619,10
106.81058435349,-6.14135957909115,46463.2617470589,10
106.81058435349,-6.13914031717797,45153.0673269626,10
106.81058435349,-6.13692105526478,35517.6955442237,10
106.81058435349,-6.13470179335159,25432.2402891969,10
106.81058435349,-6.13248253143841,20519.7239214473,10
106.81058435349,-6.13026326952522,19529.1212353451,10
106.81058435349,-6.12804400761203,17917.9728613864,10
106.812836558058,-6.27229603196915,16971.9918807093,13
106.812836558058,-6.27007677005597,15826.8066992705,0
106.812836558058,-6.26341898431641,17192.1475226907,11
106.812836558058,-6.26119972240322,24453.9069044191,11
106.812836558058,-6.25898046049003,33169.1941836633,11
106.812836558058,-6.25676119857685,37991.2516104763,11
106.812836558058,-6.25454193666366,34174.8223009514,11
106.812836558058,-6.25232267475047,23488.0849795854,11
106.812836558058,-6.24122636518454,16645.2901306007,8
106.812836558058,-6.23900710327135,24528.9930424675,8
106.812836558058,-6.23678784135817,28726.1756193746,8
106.812836558058,-6.23456857944498,27369.3757576567,8
106.812836558058,-6.2323493175318,22497.2429056424,8
106.812836558058,-6.23013005561861,18217.9450199184,8
106.812836558058,-6.22791079370542,17329.0320024893,0
106.812836558058,-6.22569153179224,18962.2565674223,0
106.812836558058,-6.22347226987905,19258.9006681724,14
106.812836558058,-6.19462186500763,17723.0496570415,12
106.812836558058,-6.19240260309444,27663.1287675667,12
106.812836558058,-6.19018334118125,35346.3714125751,12
106.812836558058,-6.18796407926807,34862.0031642389,12
106.812836558058,-6.18574481735488,25869.3330792544,12
106.812836558058,-6.14801736483071,16584.0273661281,10
106.812836558058,-6.14579810291752,27002.3531747865,10
106.812836558058,-6.14357884100434,38702.3787106017,10
106.812836558058,-6.14135957909115,45211.7067656135,10
106.812836558058,-6.13914031717797,41835.5371500247,10
106.812836558058,-6.13692105526478,30903.4684073382,10
106.812836558058,-6.13470179335159,19909.9624991565,10
106.815088762626,-6.27451529388234,17283.8727588613,13
106.815088762626,-6.27229603196915,19789.0073045415,13
106.815088762626,-6.27007677005597,18157.5979481682,13
106.815088762626,-6.26341898431641,16980.3310289633,11
106.815088762626,-6.26119972240322,20940.9823548261,11
106.815088762626,-6.25898046049003,25331.9908852717,11
106.815088762626,-6.25676119857685,27366.6976544488,11
106.815088762626,-6.25454193666366,24176.1081545657,11
106.815088762626,-6.25232267475047,16603.2893210368,0
106.815088762626,-6.23900710327135,16609.8296399636,8
106.815088762626,-6.23678784135817,17933.2664648184,8
106.815088762626,-6.23456857944498,15731.3610462025,8
106.815088762626,-6.22569153179224,19558.0429586253,14
106.815088762626,-6.22347226987905,21665.4082337506,14
106.815088762626,-6.22125300796586,18058.8218737382,14
106.815088762626,-6.19684112692081,17059.1822248666,12
106.815088762626,-6.19462186500763,24600.039579337,12
106.815088762626,-6.19240260309444,33601.9074731786,12
106.815088762626,-6.19018334118125,40001.0446771372,12
106.815088762626,-6.18796407926807,38076.749115586,12
106.815088762626,-6.18574481735488,27697.1195245381,12
106.815088762626,-6.15689441248346,17969.0342867513,0
106.815088762626,-6.15467515057027,17853.5783258878,15
106.815088762626,-6.14801736483071,17814.3861891862,10
106.815088762626,-6.14579810291752,26061.392732074,10
106.815088762626,-6.14357884100434,35063.8437107492,10
106.815088762626,-6.14135957909115,39296.0241862364,10
106.815088762626,-6.13914031717797,35178.6475665353,10
106.815088762626,-6.13692105526478,24837.1625138147,10
106.817340967195,-6.27451529388234,18231.4782304497,13
106.817340967195,-6.27229603196915,19371.1075022776,13
106.817340967195,-6.27007677005597,16907.8041571034,13
106.817340967195,-6.26119972240322,16675.3224575307,11
106.817340967195,-6.25898046049003,18082.2729227202,11
106.817340967195,-6.25676119857685,17576.7121912368,11
106.817340967195,-6.22347226987905,18015.4489369685,14
106.817340967195,-6.199060388834,16673.4184721834,12
106.817340967195,-6.19684112692081,22951.0010187973,12
106.817340967195,-6.19462186500763,27689.4358728275,12
106.817340967195,-6.19240260309444,31833.6978701831,12
106.817340967195,-6.19018334118125,34027.5220512036,12
106.817340967195,-6.18796407926807,30738.6297228062,12
106.817340967195,-6.18574481735488,21884.2350473827,12
106.817340967195,-6.15689441248346,20086.2423082539,15
106.817340967195,-6.15467515057027,20338.4691961143,15
106.817340967195,-6.15245588865708,16819.8140209749,15
106.817340967195,-6.14579810291752,19991.8146152656,10
106.817340967195,-6.14357884100434,25696.0489314934,10
106.817340967195,-6.14135957909115,28087.2332147332,10
106.817340967195,-6.13914031717797,24748.032126639,10
106.817340967195,-6.13692105526478,17111.6155692766,0
106.819593171763,-6.27451529388234,17185.7911298391,0
106.819593171763,-6.27229603196915,16286.4771569738,13
106.819593171763,-6.25898046049003,16648.3746607618,11
106.819593171763,-6.199060388834,18795.6353677802,12
106.819593171763,-6.19684112692081,24081.6438585783,12
106.819593171763,-6.19462186500763,25262.7805248459,12
106.819593171763,-6.19240260309444,24136.017979503,12
106.819593171763,-6.19018334118125,22193.0981154415,12
106.819593171763,-6.18796407926807,18514.7599328155,12
106.819593171763,-6.15689441248346,16853.5883923997,0
106.819593171763,-6.15467515057027,16960.468720659,15
106.821845376332,-6.29448865110102,16448.1345988775,0
106.821845376332,-6.29226938918783,16451.9999301617,0
106.821845376332,-6.26119972240322,17614.2469178017,16
106.821845376332,-6.25898046049003,19795.1281395109,16
106.821845376332,-6.25676119857685,16745.314693369,16
106.821845376332,-6.24122636518454,16446.9369561689,17
106.821845376332,-6.23900710327135,18195.5365703107,17
106.821845376332,-6.19684112692081,19083.2495657348,12
106.821845376332,-6.19462186500763,18249.0706514797,12
106.8240975809,-6.29448865110102,19444.5265177554,0
106.8240975809,-6.29226938918783,19447.935563267,0
106.8240975809,-6.26119972240322,18600.9634955807,16
106.8240975809,-6.25898046049003,21552.8179454641,16
106.8240975809,-6.25676119857685,18248.9914800328,16
106.8240975809,-6.24344562709773,18176.834383001,17
106.8240975809,-6.24122636518454,26959.2220638684,17
106.8240975809,-6.23900710327135,30097.7392966404,17
106.8240975809,-6.23678784135817,25338.5075377915,17
106.8240975809,-6.23456857944498,16215.26221092,0
106.8240975809,-6.17242924587576,15765.5412800524,18
106.8240975809,-6.17020998396258,18623.725578701,18
106.8240975809,-6.16799072204939,20855.3433549219,18
106.8240975809,-6.1657714601362,19406.1356652524,18
106.826349785469,-6.29448865110102,16448.1136329269,0
106.826349785469,-6.29226938918783,16452.9357677395,0
106.826349785469,-6.25898046049003,17886.0980924525,16
106.826349785469,-6.24344562709773,21979.8292897485,17
106.826349785469,-6.24122636518454,33041.0220593712,17
106.826349785469,-6.23900710327135,37553.38074532,17
106.826349785469,-6.23678784135817,32358.2033164843,17
106.826349785469,-6.23456857944498,21378.1407819603,17
106.826349785469,-6.17464850778895,16979.2351959829,18
106.826349785469,-6.17242924587576,20859.6133095462,18
106.826349785469,-6.17020998396258,25682.7910441251,18
106.826349785469,-6.16799072204939,28405.0433017559,18
106.826349785469,-6.1657714601362,25659.1754360203,18
106.826349785469,-6.16355219822302,18126.6745511921,18
106.828601990037,-6.24344562709773,19276.0933165907,17
106.828601990037,-6.24122636518454,29492.8605606811,17
106.828601990037,-6.23900710327135,34297.1067530585,17
106.828601990037,-6.23678784135817,30415.6634402317,17
106.828601990037,-6.23456857944498,20931.5868873639,17
106.828601990037,-6.17464850778895,18022.558435057,18
106.828601990037,-6.17242924587576,23391.1030348362,18
106.828601990037,-6.17020998396258,28794.0229395722,18
106.828601990037,-6.16799072204939,30826.1438844024,18
106.828601990037,-6.1657714601362,26982.0695867811,18
106.828601990037,-6.16355219822302,18737.6276758397,18
106.830854194605,-6.24122636518454,19177.9969788975,17
106.830854194605,-6.23900710327135,22918.5628099749,17
106.830854194605,-6.23678784135817,21020.6584250142,17
106.830854194605,-6.18352555544169,19570.6209565396,19
106.830854194605,-6.18130629352851,19551.214287364,19
106.830854194605,-6.17908703161532,16719.6818780921,0
106.830854194605,-6.17464850778895,17333.4436482169,18
106.830854194605,-6.17242924587576,22087.7666981939,18
106.830854194605,-6.17020998396258,26508.1665178862,18
106.830854194605,-6.16799072204939,27579.3828923727,18
106.830854194605,-6.1657714601362,24043.8449323649,18
106.830854194605,-6.16355219822302,17577.2628500406,18
106.833106399174,-6.18574481735488,21221.1516353237,19
106.833106399174,-6.18352555544169,27302.730115528,19
106.833106399174,-6.18130629352851,26477.5679308823,19
106.833106399174,-6.17908703161532,20583.3128013713,19
106.833106399174,-6.17242924587576,17093.3030294799,18
106.833106399174,-6.17020998396258,20069.1887413685,18
106.833106399174,-6.16799072204939,21303.7833758523,18
106.833106399174,-6.1657714601362,20291.7222013186,18
106.833106399174,-6.16355219822302,17897.4153610022,18
106.835358603742,-6.2811730796219,17795.8415115398,21
106.835358603742,-6.18574481735488,22086.3018174994,19
106.835358603742,-6.18352555544169,28612.2704994222,19
106.835358603742,-6.18130629352851,27695.6542423253,19
106.835358603742,-6.17908703161532,20764.6837842579,19
106.835358603742,-6.1657714601362,18025.1920005599,18
106.835358603742,-6.16355219822302,20534.9832540208,20
106.835358603742,-6.16133293630983,21587.9470553472,20
106.835358603742,-6.15911367439664,19693.848587977,20
106.837610808311,-6.28339234153508,17869.1096487541,21
106.837610808311,-6.2811730796219,21023.2657735078,21
106.837610808311,-6.27895381770871,17868.6415623198,21
106.837610808311,-6.18574481735488,17162.2355124922,0
106.837610808311,-6.18352555544169,22536.344349108,19
106.837610808311,-6.18130629352851,22097.167974673,19
106.837610808311,-6.17908703161532,16595.8591319326,0
106.837610808311,-6.1657714601362,16292.294240492,20
106.837610808311,-6.16355219822302,22254.0671046618,20
106.837610808311,-6.16133293630983,26137.875083924,20
106.837610808311,-6.15911367439664,25205.068750356,20
106.837610808311,-6.15689441248346,19374.5547122202,20
106.839863012879,-6.2811730796219,17779.6119886287,21
106.839863012879,-6.16355219822302,19517.556082341,20
106.839863012879,-6.16133293630983,24255.4694046347,20
106.839863012879,-6.15911367439664,24142.7541862453,20
106.839863012879,-6.15689441248346,18733.0154504155,20
106.842115217448,-6.16133293630983,16757.3014965924,20
106.842115217448,-6.15911367439664,17102.0647930807,20
106.844367422016,-6.24566488901091,17380.6081647026,22
106.844367422016,-6.24344562709773,17049.9908634446,22
106.846619626585,-6.2478841509241,15921.9171722908,22
106.846619626585,-6.24566488901091,21295.1226770541,22
106.846619626585,-6.24344562709773,22998.4245497163,22
106.846619626585,-6.24122636518454,18888.0708903045,22
106.848871831153,-6.24566488901091,22412.7077990796,22
106.848871831153,-6.24344562709773,25480.3611078333,22
106.848871831153,-6.24122636518454,21371.6921018952,22
106.851124035721,-6.24566488901091,20694.6951504822,22
106.851124035721,-6.24344562709773,24073.8149279082,22
106.851124035721,-6.24122636518454,20374.0675648161,22
106.851124035721,-6.199060388834,17833.0879618928,23
106.85337624029,-6.24566488901091,17701.7636615532,22
106.85337624029,-6.24344562709773,20767.06931145,22
106.85337624029,-6.24122636518454,17633.4354540059,22
106.85337624029,-6.20127965074719,17903.3110551952,23
106.85337624029,-6.199060388834,21033.1860681035,23
106.85337624029,-6.19684112692081,17869.6667458848,23
106.855628444858,-6.24344562709773,18203.4241341967,22
106.855628444858,-6.199060388834,17781.3335527153,23
106.857880649427,-6.24344562709773,18198.404346985,24
106.860132853995,-6.24566488901091,17621.0237817979,24
106.860132853995,-6.24344562709773,20732.9424939478,24
106.860132853995,-6.24122636518454,17622.7718000855,24
106.862385058564,-6.24566488901091,20340.1275884204,24
106.862385058564,-6.24344562709773,23932.2360686559,24
106.862385058564,-6.24122636518454,20340.9228809784,24
106.864637263132,-6.24566488901091,21333.7334685139,24
106.864637263132,-6.24344562709773,25101.2718820477,24
106.864637263132,-6.24122636518454,21333.9812757573,24
106.8668894677,-6.24566488901091,19101.2363332297,24
106.8668894677,-6.24344562709773,22474.5022425809,24
106.8668894677,-6.24122636518454,19101.2912398347,24
106.869141672269,-6.24344562709773,17319.7611238389,24
106.873646081406,-6.14579810291752,17791.2892959024,25
106.875898285974,-6.14801736483071,18032.9138221641,25
106.875898285974,-6.14579810291752,21074.7152595571,25
106.875898285974,-6.14357884100434,17878.9135428296,25
106.878150490543,-6.14579810291752,17952.0553418663,25
106.898420331659,-6.1502366267439,17838.8399031137,26
106.898420331659,-6.14801736483071,16932.9790410221,0
106.900672536227,-6.15245588865708,16359.4586715532,26
106.900672536227,-6.1502366267439,20596.9285896283,26
106.900672536227,-6.14801736483071,19993.0333552646,26
106.902924740795,-6.1502366267439,18592.721362084,26
106.902924740795,-6.14801736483071,17713.7179587794,0
106.93896001389,-6.15245588865708,16488.4939484524,0
106.93896001389,-6.1502366267439,19400.3473260138,0
106.93896001389,-6.14801736483071,16488.4938286083,0
106.941212218459,-6.15245588865708,16488.4938228559,0
106.941212218459,-6.1502366267439,19400.3472857878,0
106.941212218459,-6.14801736483071,16488.4938192995,0
